CloneGroupType,X2,EachGroup_25Percentile,CloneGroupMin,CloneGroupMax,EachGroup_Mean,EachGroup_Median,CloneGroupVariance,EachGroup_SD,X10,ShanonEntropy
381,Blocks,2,2,2,2,2,0,0,2,1
382,Blocks,53,53,53,53,53,0,0,2,1
383,Blocks,1,0,4,2,2,8,2.828427,2,NaN
384,Blocks,0,0,0,0,0,0,0,2,NaN
385,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
386,Blocks,3.25,2,7,4.5,4.5,12.5,3.535534,2,0.7642045065086203
387,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
388,Blocks,2.5,1,7,4,4,18,4.242641,2,0.5435644431995964
389,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
390,Blocks,8.5,8,10,9,9,2,1.414214,2,0.9910760598382222
391,Blocks,0,0,0,0,0,0,0,2,NaN
392,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
393,Blocks,1,1,3,2,2,1.333333,1.154701,4,0.9056390622295665
394,Blocks,1,1,1,1,1,0,0,2,1
395,Blocks,0,0,0,0,0,0,0,2,NaN
396,Blocks,50.5,7,181,94,94,15138,123.0366,2,0.22946337286666185
397,Blocks,0.75,0,4,1.25,1,1.4,1.183216,16,NaN
398,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
399,Blocks,0.5,0,2,1,1,1,1,3,NaN
400,Blocks,10.75,7,22,14.5,14.5,112.5,10.6066,2,0.7973265101474423
401,Blocks,1,1,3,1.666667,1,1.333333,1.154701,3,0.8649735207179273
402,Blocks,14.5,2,52,27,27,1250,35.35534,2,0.228538143953528
403,Blocks,3.5,3,5,4,4,2,1.414214,2,0.954434002924965
404,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
405,Blocks,1,1,3,1.666667,1,1.333333,1.154701,3,0.8649735207179273
406,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
407,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
408,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
409,Blocks,0,0,0,0,0,0,0,2,NaN
410,Blocks,0.5,0,2,1,1,1,1,3,NaN
411,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
412,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
413,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
414,Blocks,0,0,4,1.4,1,2.8,1.67332,5,NaN
415,Blocks,2,1,5,3,3,8,2.828427,2,0.6500224216483541
416,Blocks,2.75,0,11,5.5,5.5,60.5,7.778175,2,NaN
417,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
418,Blocks,2.75,0,11,5.5,5.5,60.5,7.778175,2,NaN
419,Blocks,1.5,1,3,2,2,1,1,3,0.9206198357143051
420,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
421,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
422,Blocks,1,0,13,5,2,49,7,3,NaN
423,Blocks,3.75,3,6,4.5,4.5,4.5,2.12132,2,0.9182958340544896
424,Blocks,-0.5,-1,1,0,0,2,1.414214,2,NaN
425,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
426,Blocks,1.5,0,4,2.333333,3,4.333333,2.081666,3,NaN
427,Blocks,0.75,0,2,1.25,1.5,0.9166667,0.9574271,4,NaN
428,Blocks,7.75,0,31,15.5,15.5,480.5,21.92031,2,NaN
429,Blocks,0,0,4,1,0,4,2,4,NaN
430,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
431,Blocks,1,1,1,1,1,0,0,4,1
432,Blocks,0,0,0,0,0,0,0,2,NaN
433,Blocks,1.75,1,4,2.5,2.5,4.5,2.12132,2,0.7219280948873623
434,Blocks,0,0,0,0,0,0,0,2,NaN
435,Blocks,0,0,3,0.8,0,1.7,1.30384,5,NaN
436,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
437,Blocks,2,2,3,2.2,2,0.2,0.4472136,5,0.9905114616736055
438,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
439,Blocks,3,1,12,6,5,31,5.567764,3,0.7160863263878678
440,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
441,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
442,Blocks,2,1,5,3,3,8,2.828427,2,0.6500224216483541
443,Blocks,0,0,0,0,0,0,0,2,NaN
444,Blocks,1,1,1,1,1,0,0,2,1
445,Blocks,1,0,4,2,2,8,2.828427,2,NaN
446,Blocks,0,0,0,0,0,0,0,3,NaN
447,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
448,Blocks,0.75,0,1,0.75,1,0.25,0.5,4,NaN
449,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
450,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
451,Blocks,23,3,83,43,43,3200,56.56854,2,0.21832103023746735
452,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
453,Blocks,1,1,1,1,1,0,0,2,1
454,Blocks,3,3,3,3,3,0,0,2,1
455,Blocks,2.25,1,6,3.5,3.5,12.5,3.535534,2,0.5916727785823275
456,Blocks,1,1,1,1,1,0,0,2,1
457,Blocks,4,4,4,4,4,0,0,2,1
458,Blocks,0,0,0,0,0,0,0,2,NaN
459,Blocks,2.5,2,4,3,3,2,1.414214,2,0.9182958340544896
460,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
461,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
462,Blocks,0,0,16,2.083333,1,19.7197,4.440687,12,NaN
463,Blocks,1,1,1,1,1,0,0,2,1
464,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
465,Blocks,0,0,0,0,0,0,0,2,NaN
466,Blocks,0,0,0,0,0,0,0,2,NaN
467,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
468,Blocks,293,2,1166,584,584,677448,823.0723,2,0.018204252928151712
469,Blocks,3,0,27,7.8,4,118.7,10.89495,5,NaN
470,Blocks,0,0,0,0,0,0,0,2,NaN
471,Blocks,2,1,5,3,3,8,2.828427,2,0.6500224216483541
472,Blocks,2,2,2,2,2,0,0,2,1
473,Blocks,7.75,6,13,9.5,9.5,24.5,4.949747,2,0.8997437586982626
474,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
475,Blocks,0,0,0,0,0,0,0,2,NaN
476,Blocks,23,8,68,38,38,1800,42.42641,2,0.4854607607459134
477,Blocks,9.5,0,21,13.33333,19,134.3333,11.59023,3,NaN
478,Blocks,11,3,35,19,19,512,22.62742,2,0.3984592740952357
479,Blocks,9.25,8,13,10.5,10.5,12.5,3.535534,2,0.9587118829771318
480,Blocks,2.5,2,4,3,3,2,1.414214,2,0.9182958340544896
481,Blocks,1,1,1,1,1,0,0,2,1
482,Blocks,1,1,1,1,1,0,0,2,1
483,Blocks,7.25,-1,32,15.5,15.5,544.5,23.33452,2,NaN
484,Blocks,0,0,1,0.3333333,0,0.3333333,0.5773503,3,NaN
485,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
486,Blocks,1.5,1,2,1.666667,2,0.3333333,0.5773503,3,0.9602297178607612
487,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
488,Blocks,0,0,3,1,0.5,2,1.414214,4,NaN
489,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
490,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
491,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
492,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
493,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
494,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
495,Blocks,0,0,0,0,0,0,0,2,NaN
496,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
497,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
498,Blocks,1,1,2,1.333333,1,0.3333333,0.5773503,3,0.9463946303571862
499,Blocks,2,2,2,2,2,0,0,2,1
500,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
501,Blocks,3,3,3,3,3,0,0,2,1
502,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
503,Blocks,0,0,0,0,0,0,0,4,NaN
504,Blocks,1,1,1,1,1,0,0,2,1
505,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
506,Blocks,4.75,4,7,5.5,5.5,4.5,2.12132,2,0.9456603046006401
507,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
508,Blocks,0,0,3,1,0,3,1.732051,3,NaN
509,Blocks,1,1,3,1.666667,1,1.333333,1.154701,3,0.8649735207179273
510,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
511,Blocks,1,0,3,1.8,2,1.511111,1.229273,10,NaN
512,Blocks,7,7,7,7,7,0,0,2,1
513,Blocks,1.75,1,4,2.5,2.5,4.5,2.12132,2,0.7219280948873623
514,Blocks,1.75,1,4,2.5,2.5,4.5,2.12132,2,0.7219280948873623
515,Blocks,2.75,0,11,5.5,5.5,60.5,7.778175,2,NaN
516,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
517,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
518,Blocks,1,1,1,1,1,0,0,2,1
519,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
520,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
521,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
522,Blocks,4,4,4,4,4,0,0,2,1
523,Blocks,0.5,0,1,0.6666667,1,0.3333333,0.5773503,3,NaN
524,Blocks,2.25,2,3,2.5,2.5,0.5,0.7071068,2,0.9709505944546686
525,Blocks,0,0,1,0.3333333,0,0.3333333,0.5773503,3,NaN
526,Blocks,5,5,5,5,5,0,0,2,1
527,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
528,Blocks,0.75,0,25,12.5,12.5,192.3333,13.86843,4,NaN
529,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
530,Blocks,1,1,1,1,1,0,0,2,1
531,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
532,Blocks,15.75,10,33,21.5,21.5,264.5,16.26346,2,0.782444129406689
533,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
534,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
535,Blocks,1,1,1,1,1,0,0,2,1
536,Blocks,1,0,24,3.9,2,51.21111,7.156194,10,NaN
537,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
538,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
539,Blocks,2.75,2,5,3.5,3.5,4.5,2.12132,2,0.863120568566631
540,Blocks,0.5,0,3,1.333333,1,2.333333,1.527525,3,NaN
541,Blocks,1.5,1,2,1.666667,2,0.3333333,0.5773503,3,0.9602297178607612
542,Blocks,0.75,0,79,22,4.5,1456.667,38.1663,4,NaN
543,Blocks,0,0,0,0,0,0,0,2,NaN
544,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
545,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
546,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
547,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
548,Blocks,1.5,1,61,21.33333,2,1180.333,34.35598,3,0.19938388131680537
549,Blocks,1,1,1,1,1,0,0,2,1
550,Blocks,4,3,7,5,5,8,2.828427,2,0.8812908992306927
551,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
552,Blocks,10.75,7,22,14.5,14.5,112.5,10.6066,2,0.7973265101474423
553,Blocks,2.5,1,5,3.333333,4,4.333333,2.081666,3,0.858672711073255
554,Blocks,0,0,2,0.6666667,0,1.333333,1.154701,3,NaN
555,Blocks,1,0,4,2,2,8,2.828427,2,NaN
556,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
557,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
558,Blocks,4,4,4,4,4,0,0,2,1
559,Blocks,0,0,0,0,0,0,0,2,NaN
560,Blocks,1,0,2,1.333333,2,1.333333,1.154701,3,NaN
561,Blocks,2,2,2,2,2,0,0,2,1
562,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
563,Blocks,2,2,2,2,2,0,0,2,1
564,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
565,Blocks,1,0,2,1.333333,2,1.333333,1.154701,3,NaN
566,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
567,Blocks,1,1,2,1.333333,1,0.3333333,0.5773503,3,0.9463946303571862
568,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
569,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
570,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
571,Blocks,1.5,1,6,3,2,7,2.645751,3,0.7725068857142602
572,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
573,Blocks,2,1,4,2.666667,3,2.333333,1.527525,3,0.886859507142915
574,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
575,Blocks,0,0,0,0,0,0,0,2,NaN
576,Blocks,1,1,1,1,1,0,0,2,1
577,Blocks,2,2,2,2,2,0,0,2,1
578,Blocks,2.25,1,6,3.5,3.5,12.5,3.535534,2,0.5916727785823275
579,Blocks,2.25,1,6,3.5,3.5,12.5,3.535534,2,0.5916727785823275
580,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
581,Blocks,18.5,14,32,23,23,162,12.72792,2,0.8865408928220899
582,Blocks,77.5,3,301,152,152,44402,210.7178,2,0.07991958513163216
583,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
584,Blocks,5.25,1,18,9.5,9.5,144.5,12.02082,2,0.2974722489192896
585,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
586,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
587,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
588,Blocks,6,6,6,6,6,0,0,2,1
589,Blocks,1.5,1,3,2,2,1,1,3,0.9206198357143051
590,Blocks,6,4,10,7.333333,8,9.333333,3.05505,3,0.9431887805255736
591,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
592,Blocks,0,0,0,0,0,0,0,2,NaN
593,Blocks,2.25,2,3,2.5,2.5,0.5,0.7071068,2,0.9709505944546686
594,Blocks,0,0,2,0.6666667,0,1.333333,1.154701,3,NaN
595,Blocks,40.5,3,559,213.3333,78,91020.33,301.6958,3,0.3639576642854019
596,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
597,Blocks,1.5,0,6,3,3,18,4.242641,2,NaN
598,Blocks,4,4,4,4,4,0,0,3,1
599,Blocks,4,4,4,4,4,0,0,2,1
600,Blocks,-0.5,-1,2,0.3333333,0,2.333333,1.527525,3,NaN
601,Blocks,2,2,2,2,2,0,0,2,1
602,Blocks,3,2,6,4,4,8,2.828427,2,0.8112781244591328
603,Blocks,1,0,4,2,2,8,2.828427,2,NaN
604,Blocks,2,2,2,2,2,0,0,2,1
605,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
606,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
607,Blocks,1.75,0,7,3.5,3.5,24.5,4.949747,2,NaN
608,Blocks,2,2,2,2,2,0,0,2,1
609,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
610,Blocks,3.5,3,5,4,4,2,1.414214,2,0.954434002924965
611,Blocks,2,2,3,2.333333,2,0.3333333,0.5773503,3,0.9821410328348752
612,Blocks,2.75,1,8,4.5,4.5,24.5,4.949747,2,0.5032583347756457
613,Blocks,1,1,1,1,1,0,0,2,1
614,Blocks,1,1,1,1,1,0,0,2,1
615,Blocks,2,2,2,2,2,0,0,2,1
616,Blocks,5.5,4,10,7,7,18,4.242641,2,0.863120568566631
617,Blocks,3.25,3,4,3.5,3.5,0.5,0.7071068,2,0.9852281360342515
618,Blocks,2.5,2,4,3,3,2,1.414214,2,0.9182958340544896
619,Blocks,39,16,108,62,62,4232,65.05382,2,0.5547781633412736
620,Blocks,0.5,0,3,1.333333,1,2.333333,1.527525,3,NaN
621,Blocks,5.5,0,22,11,11,242,15.55635,2,NaN
622,Blocks,5.75,2,17,9.5,9.5,112.5,10.6066,2,0.4854607607459134
623,Blocks,12.5,4,38,21,21,578,24.04163,2,0.4537163391869448
624,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
625,Blocks,1,1,1,1,1,0,0,2,1
626,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
627,Blocks,1,1,1,1,1,0,0,2,1
628,Blocks,5.75,0,23,11.5,11.5,264.5,16.26346,2,NaN
629,Blocks,1,0,16,3.666667,1.5,37.06667,6.08824,6,NaN
630,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
631,Blocks,0,0,4,1.333333,0,5.333333,2.309401,3,NaN
632,Blocks,1,0,4,2,2,8,2.828427,2,NaN
633,Blocks,1,1,1,1,1,0,0,2,1
634,Blocks,0,0,0,0,0,0,0,2,NaN
635,Blocks,3.25,3,4,3.5,3.5,0.5,0.7071068,2,0.9852281360342515
636,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
637,Blocks,6.75,3,18,10.5,10.5,112.5,10.6066,2,0.5916727785823275
638,Blocks,2,1,3,2.333333,3,1.333333,1.154701,3,0.9141008920185653
639,Blocks,4.5,4,6,5,5,2,1.414214,2,0.9709505944546686
640,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
641,Blocks,0,0,0,0,0,0,0,2,NaN
642,Blocks,1.25,0,5,2.5,2.5,12.5,3.535534,2,NaN
643,Blocks,2,2,2,2,2,0,0,2,1
644,Blocks,2,2,2,2,2,0,0,2,1
645,Blocks,2,2,2,2,2,0,0,2,1
646,Blocks,2.5,1,7,4,4,18,4.242641,2,0.5435644431995964
647,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
648,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
649,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
650,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
651,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
652,Blocks,14.75,1,56,28.5,28.5,1512.5,38.89087,2,0.12741851179235877
653,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
654,Blocks,6.75,5,12,8.5,8.5,24.5,4.949747,2,0.8739810481273578
655,Blocks,3,3,3,3,3,0,0,2,1
656,Blocks,2,1,5,3,3,8,2.828427,2,0.6500224216483541
657,Blocks,15.5,3,53,28,28,1250,35.35534,2,0.3013786435930858
658,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
659,Blocks,4,3,7,5,5,8,2.828427,2,0.8812908992306927
660,Blocks,56.25,2,219,110.5,110.5,23544.5,153.4422,2,0.07442578992239543
661,Blocks,1,0,4,2,2,8,2.828427,2,NaN
662,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
663,Blocks,3.5,2,372,126.3333,5,45266.33,212.7589,3,0.09382002389097346
664,Blocks,2.5,1,33,12.66667,4,312.3333,17.67295,3,0.41435879166445866
665,Blocks,51.5,8,182,95,95,15138,123.0366,2,0.25186284771956513
666,Blocks,3,0,12,6,6,72,8.485281,2,NaN
667,Blocks,31.5,5,111,58,58,5618,74.95332,2,0.25634477409913614
668,Blocks,14,8,32,20,20,288,16.97056,2,0.7219280948873623
669,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
670,Blocks,2.25,1,6,3.5,3.5,12.5,3.535534,2,0.5916727785823275
671,Blocks,14.5,0,58,29,29,1682,41.01219,2,NaN
672,Blocks,0.5,0,3,1.333333,1,2.333333,1.527525,3,NaN
673,Blocks,9,1,33,17,17,512,22.62742,2,0.19143325481419343
674,Blocks,20,0,80,40,40,3200,56.56854,2,NaN
675,Blocks,6.25,3,16,9.5,9.5,84.5,9.192388,2,0.6292492238560345
676,Blocks,23,23,23,23,23,0,0,2,1
677,Blocks,0,0,5,0.7540984,0,1.288525,1.135132,61,NaN
678,Blocks,2,2,2,2,2,0,0,2,1
679,Blocks,2.25,2,3,2.5,2.5,0.5,0.7071068,2,0.9709505944546686
680,Blocks,5.75,2,17,9.5,9.5,112.5,10.6066,2,0.4854607607459134
681,Blocks,0,0,0,0,0,0,0,3,NaN
682,Blocks,0.5,0,1,0.6666667,1,0.3333333,0.5773503,3,NaN
683,Blocks,2.5,2,4,3,3,2,1.414214,2,0.9182958340544896
684,Blocks,3.75,1,12,6.5,6.5,60.5,7.778175,2,0.39124356362925566
685,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
686,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
687,Blocks,0,0,0,0,0,0,0,2,NaN
688,Blocks,0,0,0,0,0,0,0,3,NaN
689,Blocks,1,1,1,1,1,0,0,2,1
690,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
691,Blocks,1,1,1,1,1,0,0,2,1
692,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
693,Blocks,0,0,20,6.666667,0,133.3333,11.54701,3,NaN
694,Blocks,1,1,1,1,1,0,0,2,1
695,Blocks,0,0,0,0,0,0,0,3,NaN
696,Blocks,3,2,6,4,4,8,2.828427,2,0.8112781244591328
697,Blocks,1,1,1,1,1,0,0,2,1
698,Blocks,0,0,3,1,0,3,1.732051,3,NaN
699,Blocks,4,3,7,5,5,8,2.828427,2,0.8812908992306927
700,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
701,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
702,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
703,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
704,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
705,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
706,Blocks,5.25,5,6,5.5,5.5,0.5,0.7071068,2,0.9940302114769565
707,Blocks,-0.5,-1,1,0,0,2,1.414214,2,NaN
708,Blocks,0,0,1,0.3333333,0,0.3333333,0.5773503,3,NaN
709,Blocks,2.25,2,3,2.5,2.5,0.5,0.7071068,2,0.9709505944546686
710,Blocks,2.25,0,5,3,3.5,4.666667,2.160247,4,NaN
711,Blocks,0,0,0,0,0,0,0,2,NaN
712,Blocks,5,4,7,5.666667,6,2.333333,1.527525,3,0.9770358764490155
713,Blocks,2.5,1,7,4,4,18,4.242641,2,0.5435644431995964
714,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
715,Blocks,0,0,0,0,0,0,0,2,NaN
716,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
717,Blocks,0.5,0,1,0.6666667,1,0.3333333,0.5773503,3,NaN
718,Blocks,1.75,1,4,2.5,2.5,4.5,2.12132,2,0.7219280948873623
719,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
720,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
721,Blocks,4.25,4,5,4.5,4.5,0.5,0.7071068,2,0.9910760598382222
722,Blocks,0,0,0,0,0,0,0,2,NaN
723,Blocks,2.75,1,8,4.5,4.5,24.5,4.949747,2,0.5032583347756457
724,Blocks,0.5,0,1,0.6666667,1,0.3333333,0.5773503,3,NaN
725,Blocks,1,1,1,1,1,0,0,2,1
726,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
727,Blocks,2.5,2,11,5.333333,3,24.33333,4.932883,3,0.7567751872715527
728,Blocks,1,1,1,1,1,0,0,2,1
729,Blocks,1,1,1,1,1,0,0,2,1
730,Blocks,1.5,1,2,1.666667,2,0.3333333,0.5773503,3,0.9602297178607612
731,Blocks,0,0,0,0,0,0,0,2,NaN
732,Blocks,2,1,5,3,3,8,2.828427,2,0.6500224216483541
733,Blocks,1.75,1,4,2.5,2.5,4.5,2.12132,2,0.7219280948873623
734,Blocks,7.75,3,22,12.5,12.5,180.5,13.43503,2,0.5293608652873644
735,Blocks,4.5,1,15,8,8,98,9.899495,2,0.3372900666170139
736,Blocks,16.75,0,67,33.5,33.5,2244.5,47.37615,2,NaN
737,Blocks,6.75,3,18,10.5,10.5,112.5,10.6066,2,0.5916727785823275
738,Blocks,0,0,0,0,0,0,0,2,NaN
739,Blocks,0,0,0,0,0,0,0,2,NaN
740,Blocks,2,2,2,2,2,0,0,2,1
741,Blocks,3,2,6,4,4,8,2.828427,2,0.8112781244591328
742,Blocks,4,4,4,4,4,0,0,2,1
743,Blocks,0,0,2,0.8,1,0.7,0.83666,5,NaN
744,Blocks,5,5,5,5,5,0,0,2,1
745,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
746,Blocks,3,2,6,4,4,8,2.828427,2,0.8112781244591328
747,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
748,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
749,Blocks,2.5,2,4,3,3,2,1.414214,2,0.9182958340544896
750,Blocks,2.75,2,5,3.5,3.5,4.5,2.12132,2,0.863120568566631
751,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
752,Blocks,2,2,2,2,2,0,0,2,1
753,Blocks,0,0,0,0,0,0,0,2,NaN
754,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
755,Blocks,1,0,4,2,2,8,2.828427,2,NaN
756,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
757,Blocks,1,0,4,2,2,8,2.828427,2,NaN
758,Blocks,5,4,8,6,6,8,2.828427,2,0.9182958340544896
759,Blocks,4.25,3,8,5.5,5.5,12.5,3.535534,2,0.8453509366224364
760,Blocks,24.5,5,83,44,44,3042,55.15433,2,0.31468260413466576
761,Blocks,8.75,4,23,13.5,13.5,180.5,13.43503,2,0.6051865766334206
762,Blocks,3.25,1,10,5.5,5.5,40.5,6.363961,2,0.4394969869215134
763,Blocks,2.25,1,6,3.5,3.5,12.5,3.535534,2,0.5916727785823275
764,Blocks,4,2,10,6,6,32,5.656854,2,0.6500224216483541
765,Blocks,0,0,435,118,18.5,44966,212.0519,4,NaN
766,Blocks,0,0,0,0,0,0,0,2,NaN
767,Blocks,19,9,49,29,29,800,28.28427,2,0.6226343162547098
768,Blocks,2.5,0,10,5,5,50,7.071068,2,NaN
769,Blocks,1.5,1,2,1.666667,2,0.3333333,0.5773503,3,0.9602297178607612
770,Blocks,0,0,2,0.6666667,0.5,0.6666667,0.8164966,6,NaN
771,Blocks,1,1,4,2,1,3,1.732051,3,0.7896900821428475
772,Blocks,0,0,0,0,0,0,0,2,NaN
773,Blocks,1,1,1,1,1,0,0,3,1
774,Blocks,1,1,2,1.2,1,0.2,0.4472136,5,0.9697238998682473
775,Blocks,1,1,1,1,1,0,0,2,1
