AnswertId,CloneClassType,QuestionId,CreateDate,Scores,Granularity
13196677,1,13193960,2012-11-02 13:57:04,4,Functions
15454509,1,15454442,2013-03-16 20:43:09,3,Functions
15328399,1,15328185,2013-03-10 22:21:45,8,Functions
36073584,1,36069193,2016-03-17 23:35:42,2,Functions
15309868,1,15309611,2013-03-09 10:50:57,5,Functions
13061320,1,13061122,2012-10-25 3:54:14,9,Functions
13547895,1,13540534,2012-11-25 3:03:30,5,Functions
14190388,1,14189262,2013-01-07 5:29:19,3,Functions
47491718,1,47490954,2017-11-26 0:01:29,1,Functions
13755155,1,13753562,2012-12-07 0:35:22,25,Functions
34032642,1,34032481,2015-12-02 0:07:14,6,Functions
17266449,1,17266413,2013-06-24 0:04:53,3,Functions
15213583,1,15213528,2013-03-05 0:14:56,4,Functions
14349405,1,14349301,2013-01-16 0:17:57,0,Functions
21593377,1,21593321,2014-02-06 3:25:36,3,Functions
23648996,1,23648646,2014-05-14 8:08:24,4,Functions
15756352,1,15756210,2013-04-02 4:50:33,8,Functions
17645036,1,17644900,2013-07-15 0:09:56,5,Functions
22926044,1,22924469,2014-04-08 1:32:09,3,Functions
33896519,1,33696874,2015-11-24 14:42:00,1,Functions
13964991,1,13964877,2012-12-20 3:46:57,1,Functions
22730388,1,22730138,2014-03-29 11:18:45,1,Functions
36308765,1,36266491,2016-03-30 12:22:51,0,Functions
5133484,1,5133452,2011-02-27 13:33:29,5,Functions
20958482,1,20958455,2014-01-06 20:16:00,8,Functions
25405853,1,25405449,2014-08-20 13:20:28,1,Functions
9863464,1,9862861,2012-03-25 19:55:04,3,Functions
32875907,1,32867212,2015-09-30 21:26:34,0,Functions
17553650,1,17552961,2013-07-09 16:37:57,1,Functions
6099918,1,6099636,2011-05-23 16:11:04,14,Functions
25659411,1,25659305,2014-09-04 7:15:21,4,Functions
30170463,1,30163651,2015-05-11 14:33:32,0,Functions
41600066,1,41599783,2017-01-11 20:24:16,0,Functions
8815027,1,8814653,2012-01-11 6:22:36,2,Functions
39216075,1,39190312,2016-08-29 22:22:11,0,Functions
6322843,1,6273281,2011-06-12 15:41:07,2,Functions
23666061,1,23662895,2014-05-14 22:12:56,2,Functions
19884317,1,19883652,2013-11-09 23:14:26,2,Functions
11424606,1,11424180,2012-07-11 2:11:39,3,Functions
45200957,1,45200721,2017-07-19 21:03:38,0,Functions
30903463,1,30903003,2015-06-17 22:22:54,2,Functions
30482894,1,30466163,2015-05-27 12:46:25,1,Functions
28013847,1,28013090,2015-01-18 19:27:57,0,Functions
24714645,1,24714486,2014-07-12 15:53:28,2,Functions
34206059,1,34203239,2015-12-10 15:43:58,2,Functions
23653940,1,23652644,2014-05-14 11:51:20,1,Functions
15776976,1,15776549,2013-04-03 0:42:20,8,Functions
23677193,1,23676192,2014-05-15 11:41:06,3,Functions
16409519,1,16409387,2013-05-07 0:51:16,15,Functions
19944127,1,19943556,2013-11-13 2:31:09,2,Functions
20578173,1,20578028,2013-12-14 0:16:15,5,Functions
26476427,1,26476169,2014-10-20 23:11:02,7,Functions
52219807,1,52217412,2018-09-07 9:43:45,2,Functions
49317365,1,49316036,2018-03-16 9:38:15,3,Functions
29224124,1,29223990,2015-03-24 2:41:40,4,Functions
19779491,1,19778717,2013-11-04 23:47:15,4,Functions
43529285,1,43528495,2017-04-20 20:26:39,1,Functions
14742736,1,14742201,2013-02-07 2:53:47,2,Functions
33906491,1,33906277,2015-11-25 0:30:09,1,Functions
34845436,1,34845342,2016-01-18 0:12:32,3,Functions
24050204,1,24049032,2014-06-05 1:28:53,1,Functions
16633189,1,16632768,2013-05-19 9:26:31,1,Functions
14890126,1,14889369,2013-02-15 7:37:50,2,Functions
19019418,1,19019078,2013-09-26 4:30:19,2,Functions
13678077,1,13677850,2012-12-03 6:12:43,6,Functions
48327971,1,48191168,2018-01-18 18:25:58,2,Functions
3432088,1,3431770,2010-08-07 21:24:26,4,Functions
12945678,1,12945537,2012-10-18 1:05:08,20,Functions
13061320,1,13061122,2012-10-25 3:54:14,9,Functions
15490116,1,15489818,2013-03-19 1:44:37,4,Functions
19716275,1,19716203,2013-10-31 20:42:13,2,Functions
13710987,1,13710441,2012-12-04 20:04:27,3,Functions
13448419,1,13448368,2012-11-19 5:55:51,10,Functions
21771615,1,21771215,2014-02-14 5:37:24,5,Functions
22162430,1,22162398,2014-03-04 3:40:33,18,Functions
35857151,1,35855176,2016-03-08 1:09:38,3,Functions
17384208,1,17383799,2013-06-29 20:04:51,11,Functions
39241265,1,39240877,2016-08-31 5:16:06,4,Functions
33042507,1,33039442,2015-10-09 15:53:04,1,Functions
52883627,1,52879606,2018-10-18 22:49:27,1,Functions
28241379,1,28239724,2015-01-30 17:27:26,2,Functions
40533572,1,40529939,2016-11-10 17:23:33,1,Functions
49339369,1,49336254,2018-03-17 16:43:50,1,Functions
28912133,1,28911883,2015-03-07 6:33:05,3,Functions
35322079,1,35321247,2016-02-10 17:34:39,2,Functions
39461459,1,39460749,2016-09-13 2:39:15,3,Functions
27682376,1,27681607,2014-12-29 1:31:43,4,Functions
49733642,1,49732394,2018-04-09 13:02:28,2,Functions
38457263,1,38453825,2016-07-19 11:28:51,2,Functions
38736638,1,38729936,2016-08-03 7:05:50,3,Functions
26860863,1,26857711,2014-11-11 8:49:39,1,Functions
18858313,1,18858312,2013-09-17 19:28:26,7,Functions
38525052,1,38521887,2016-07-22 11:14:05,3,Functions
13851785,1,13844194,2012-12-13 2:01:16,2,Functions
13718410,1,13715921,2012-12-05 7:37:28,4,Functions
43411052,1,43410277,2017-04-14 11:56:01,3,Functions
51153908,1,51151066,2018-07-03 11:50:56,1,Functions
41854963,1,41840994,2017-01-25 15:08:36,2,Functions
47688356,1,47688171,2017-12-07 5:42:15,4,Functions
29874014,1,29868354,2015-04-26 5:10:22,1,Functions
43409475,1,43404051,2017-04-14 10:09:36,2,Functions
30448471,1,30448422,2015-05-26 2:25:30,3,Functions
43700200,1,43700072,2017-04-29 20:33:11,5,Functions
28853832,1,28853176,2015-03-04 11:55:06,7,Functions
45919919,1,45918833,2017-08-28 13:12:06,1,Functions
29075128,1,29071189,2015-03-16 10:57:57,1,Functions
28942450,1,28940424,2015-03-09 12:51:21,1,Functions
30606347,1,30575859,2015-06-02 20:50:51,1,Functions
44139133,1,44138398,2017-05-23 15:30:06,2,Functions
28934272,1,28924518,2015-03-09 2:10:12,1,Functions
51420947,1,51404241,2018-07-19 10:59:28,1,Functions
44660257,1,44615774,2017-06-20 18:12:47,2,Functions
29223538,1,29222953,2015-03-24 1:36:25,3,Functions
42312098,1,42310947,2017-02-18 6:51:31,2,Functions
44652784,1,44648012,2017-06-20 12:15:00,3,Functions
14664254,1,14659829,2013-02-02 17:04:57,4,Functions
16319033,1,16318476,2013-05-01 13:29:07,4,Functions
16075907,1,16075022,2013-04-18 6:25:14,8,Functions
13907294,1,13903439,2012-12-17 1:35:37,2,Functions
46817697,1,46817545,2017-10-18 19:21:38,2,Functions
16138008,1,16137959,2013-04-22 1:15:07,1,Functions
30318810,1,30318488,2015-05-19 7:03:43,3,Functions
13872201,1,13871887,2012-12-14 3:24:30,3,Functions
27516784,1,27516581,2014-12-17 1:08:21,4,Functions
28823706,1,28823670,2015-03-03 3:41:56,19,Functions
22625449,1,22625379,2014-03-25 4:27:56,3,Functions
17310869,1,17310838,2013-06-26 3:06:02,7,Functions
14205397,1,14203732,2013-01-07 22:42:06,3,Functions
18479065,1,18478933,2013-08-28 3:44:05,1,Functions
30315168,1,30314681,2015-05-19 1:05:38,2,Functions
33935046,1,33918347,2015-11-26 9:37:28,1,Functions
2778492,1,2778476,2010-05-06 4:39:48,2,Functions
27371744,1,27348688,2014-12-09 5:01:28,3,Functions
28621618,1,28621617,2015-02-20 4:27:13,4,Functions
10686898,1,10686776,2012-05-21 14:11:51,4,Functions
8078704,1,8076493,2011-11-10 11:19:45,3,Functions
18555653,1,18550596,2013-09-01 5:50:07,2,Functions
27163835,1,27146086,2014-11-27 5:43:34,4,Functions
13734319,1,13734069,2012-12-05 23:19:41,7,Functions
14764264,1,14764157,2013-02-08 1:24:47,7,Functions
13758699,1,13758293,2012-12-07 7:25:03,5,Functions
23232618,1,23215415,2014-04-23 0:19:25,2,Functions
25419069,1,25418694,2014-08-21 5:50:17,5,Functions
19992037,1,19991975,2013-11-15 1:47:14,2,Functions
14678873,1,14678750,2013-02-04 0:10:53,3,Functions
16431147,1,16430922,2013-05-08 1:19:40,5,Functions
14287485,1,14286484,2013-01-11 22:10:00,3,Functions
14770455,1,14767826,2013-02-08 10:26:57,1,Functions
15594751,1,15594424,2013-03-24 3:10:58,13,Functions
14553781,1,14551534,2013-01-28 0:08:09,10,Functions
14179477,1,14177340,2013-01-06 5:02:23,4,Functions
17287111,1,17286564,2013-06-25 0:04:20,0,Functions
15237833,1,15237647,2013-03-06 2:21:11,2,Functions
23730104,1,23729944,2014-05-19 5:13:19,21,Functions
14636828,1,14635952,2013-01-31 23:08:22,5,Functions
14742199,1,14742069,2013-02-07 1:44:46,5,Functions
14927149,1,14926425,2013-02-17 23:00:41,2,Functions
18840201,1,18840120,2013-09-17 2:09:02,3,Functions
16390963,1,16390918,2013-05-06 1:46:40,7,Functions
15538535,1,15538237,2013-03-21 2:42:37,3,Functions
15082636,1,15029561,2013-02-26 6:18:35,1,Functions
24904246,1,24904006,2014-07-23 7:25:52,5,Functions
23355345,1,23355208,2014-04-29 4:15:29,1,Functions
23484287,1,23484247,2014-05-06 0:55:36,3,Functions
17123266,1,17122338,2013-06-15 11:42:27,2,Functions
28531082,1,28530973,2015-02-15 20:58:17,2,Functions
34054816,1,34050671,2015-12-02 23:06:27,1,Functions
15353052,1,15352969,2013-03-12 3:58:21,3,Functions
15079992,1,15079783,2013-02-26 1:50:12,3,Functions
14636432,1,14636186,2013-01-31 22:36:46,3,Functions
14676499,1,14675766,2013-02-03 19:44:54,2,Functions
23072363,1,23072134,2014-04-14 23:53:26,3,Functions
14451014,1,14450230,2013-01-22 3:17:39,2,Functions
24500831,1,24500770,2014-07-01 0:25:14,2,Functions
14618776,1,14617849,2013-01-31 4:59:07,3,Functions
23507816,1,23506118,2014-05-07 2:42:48,5,Functions
13636838,1,13636623,2012-11-29 23:42:56,4,Functions
17249403,1,17249256,2013-06-22 9:54:49,3,Functions
14865888,1,14865717,2013-02-14 0:34:35,1,Functions
14971938,1,14969071,2013-02-20 3:45:32,2,Functions
26749742,1,26749495,2014-11-05 4:34:12,5,Functions
15240867,1,15238814,2013-03-06 6:53:48,5,Functions
14513703,1,14513542,2013-01-25 1:04:15,20,Functions
14885645,1,14884480,2013-02-14 23:00:43,2,Functions
34346818,1,34344309,2015-12-18 0:38:13,3,Functions
28379044,1,28379020,2015-02-07 5:45:38,3,Functions
19149113,1,19148603,2013-10-03 0:47:38,3,Functions
23332186,1,23332096,2014-04-28 3:49:17,9,Functions
15963714,1,15963338,2013-04-12 5:27:02,2,Functions
23358591,1,23358362,2014-04-29 7:43:45,1,Functions
19106116,1,19105242,2013-10-01 0:35:00,8,Functions
18373575,1,18373537,2013-08-22 6:53:44,2,Functions
13886648,1,13886476,2012-12-14 21:39:59,2,Functions
15919516,1,15918865,2013-04-10 7:26:30,2,Functions
29028825,1,29026419,2015-03-13 9:31:31,2,Functions
21421551,1,21421539,2014-01-29 3:37:47,3,Functions
28355899,1,28355316,2015-02-05 23:16:51,0,Functions
34552109,1,34551108,2015-12-31 22:29:19,1,Functions
18351614,1,18350984,2013-08-21 7:44:26,1,Functions
15216070,1,15215578,2013-03-05 4:50:17,4,Functions
21036724,1,21036624,2014-01-10 5:22:32,3,Functions
22906490,1,22906131,2014-04-07 7:49:48,3,Functions
28419794,1,28419289,2015-02-09 21:32:09,1,Functions
36683021,1,36671767,2016-04-17 22:41:01,1,Functions
13948198,1,13948122,2012-12-19 8:24:49,9,Functions
16908462,1,16908418,2013-06-04 1:32:26,4,Functions
13446062,1,13445621,2012-11-19 0:16:51,5,Functions
14330224,1,14330079,2013-01-15 2:27:26,2,Functions
17333267,1,17333187,2013-06-27 1:47:18,4,Functions
20462471,1,20462128,2013-12-09 3:10:01,2,Functions
16371857,1,16371789,2013-05-04 7:39:32,2,Functions
14150437,1,14149608,2013-01-04 2:54:00,5,Functions
23773610,1,23773490,2014-05-21 3:47:22,0,Functions
22602566,1,22602531,2014-03-24 6:36:49,4,Functions
14422099,1,14422025,2013-01-20 5:56:28,8,Functions
22675354,1,22675034,2014-03-26 23:39:11,1,Functions
19443126,1,19443090,2013-10-18 6:37:10,4,Functions
23986978,1,23986944,2014-06-02 3:32:00,0,Functions
48533094,1,48532918,2018-01-31 1:26:45,3,Functions
13653984,1,13652594,2012-11-30 22:16:08,2,Functions
18753327,1,18752947,2013-09-12 0:11:44,3,Functions
23902439,1,23902248,2014-05-28 3:39:16,2,Functions
22623538,1,22623515,2014-03-25 0:59:22,2,Functions
32343778,1,32343355,2015-09-02 2:33:10,6,Functions
52352071,1,52351931,2018-09-16 7:48:29,1,Functions
52422881,1,52421964,2018-09-20 10:23:25,3,Functions
13830694,1,13830517,2012-12-12 0:10:17,3,Functions
13856193,1,13855184,2012-12-13 8:55:47,15,Functions
26923195,1,26922807,2014-11-14 4:58:24,2,Functions
16159933,1,16159837,2013-04-23 2:33:29,2,Functions
13871588,1,13871307,2012-12-14 1:55:44,6,Functions
17288185,1,17288022,2013-06-25 2:27:56,2,Functions
18117326,1,18117283,2013-08-08 3:17:42,4,Functions
21248274,1,21247833,2014-01-21 2:56:21,2,Functions
24481508,1,24481472,2014-06-30 0:27:35,3,Functions
15351318,1,15351159,2013-03-12 0:43:17,2,Functions
16329129,1,16329037,2013-05-02 1:49:25,5,Functions
16473639,1,16473627,2013-05-10 1:09:45,3,Functions
14206130,1,14201634,2013-01-07 23:50:56,4,Functions
13846939,1,13846887,2012-12-12 19:14:06,6,Functions
13416263,1,13415662,2012-11-16 12:05:26,5,Functions
18651669,1,18651253,2013-09-06 6:52:59,7,Functions
19170923,1,19170714,2013-10-03 23:45:12,3,Functions
18392674,1,18388942,2013-08-23 0:06:03,2,Functions
23819480,1,23819196,2014-05-23 0:59:58,5,Functions
13577984,1,13577707,2012-11-27 5:35:07,2,Functions
24296872,1,24296505,2014-06-19 0:07:45,5,Functions
20089499,1,20089375,2013-11-20 7:04:10,3,Functions
16496322,1,16496064,2013-05-11 10:53:16,1,Functions
23262309,1,23261953,2014-04-24 7:16:11,1,Functions
23928655,1,23928616,2014-05-29 8:08:45,1,Functions
17377958,1,17377937,2013-06-29 7:47:06,4,Functions
13736021,1,13735987,2012-12-06 2:30:37,5,Functions
20508153,1,20505548,2013-12-11 0:21:42,2,Functions
15783995,1,15783599,2013-04-03 9:46:36,3,Functions
14225341,1,14221617,2013-01-08 22:44:43,1,Functions
21745371,1,21745118,2014-02-13 4:37:21,1,Functions
15080654,1,15080244,2013-02-26 3:06:18,14,Functions
15489299,1,15488853,2013-03-19 0:11:51,8,Functions
20647692,1,20646961,2013-12-18 0:50:06,0,Functions
18396981,1,18396276,2013-08-23 7:12:42,2,Functions
16916810,1,16911722,2013-06-04 11:37:19,1,Functions
21569036,1,21568851,2014-02-05 5:05:59,6,Functions
17872969,1,17872888,2013-07-26 4:34:36,2,Functions
26006540,1,26005726,2014-09-24 0:04:47,1,Functions
17922749,1,17922443,2013-07-29 11:23:38,5,Functions
18115407,1,18115279,2013-08-07 23:21:57,2,Functions
25073230,1,25073094,2014-08-01 5:11:24,3,Functions
20084061,1,20083554,2013-11-19 23:05:45,5,Functions
24622056,1,24621989,2014-07-08 0:40:32,6,Functions
21270957,1,21270610,2014-01-21 23:07:38,11,Functions
14656403,1,14655643,2013-02-01 22:50:00,8,Functions
16411331,1,16411197,2013-05-07 4:43:17,2,Functions
35282878,1,35280898,2016-02-09 2:21:54,2,Functions
22928302,1,22927818,2014-04-08 5:33:05,2,Functions
15607737,1,15607427,2013-03-25 4:38:31,5,Functions
13676513,1,13676364,2012-12-03 2:50:31,3,Functions
36682907,1,36682135,2016-04-17 22:27:02,3,Functions
26899099,1,26898536,2014-11-13 0:11:10,3,Functions
31527567,1,31526190,2015-07-20 22:45:38,1,Functions
16955990,1,16955612,2013-06-06 7:19:46,1,Functions
14225857,1,14225518,2013-01-08 23:29:24,6,Functions
16439731,1,16438084,2013-05-08 11:40:50,2,Functions
23330555,1,23330347,2014-04-28 0:03:56,2,Functions
16909442,1,16909375,2013-06-04 3:41:55,1,Functions
15753582,1,15753551,2013-04-01 23:20:38,3,Functions
21129165,1,21129138,2014-01-15 4:31:44,3,Functions
13849793,1,13849184,2012-12-12 22:27:46,3,Functions
15957975,1,15957845,2013-04-11 20:10:33,2,Functions
13597635,1,13597233,2012-11-28 4:05:26,21,Functions
15961397,1,15961117,2013-04-12 0:58:50,2,Functions
24987880,1,24987832,2014-07-28 2:58:46,4,Functions
15860892,1,15856726,2013-04-07 9:28:37,2,Functions
15422801,1,15421708,2013-03-15 0:42:24,31,Functions
18837930,1,18835835,2013-09-16 21:52:07,7,Functions
14436331,1,14432816,2013-01-21 10:09:01,11,Functions
24236388,1,24235697,2014-06-16 3:44:31,2,Functions
37113255,1,37113138,2016-05-09 10:19:05,2,Functions
22677384,1,22677169,2014-03-27 2:55:39,1,Functions
4755545,1,4755487,2011-01-21 5:00:08,6,Functions
37101403,1,37101303,2016-05-08 15:15:58,0,Functions
9964181,1,9959820,2012-04-01 11:57:45,0,Functions
21757433,1,21757098,2014-02-13 14:46:47,3,Functions
36684458,1,36681320,2016-04-18 2:15:40,2,Functions
33494883,1,33494626,2015-11-03 8:54:29,4,Functions
49642533,1,49641947,2018-04-04 3:59:43,0,Functions
13147456,1,13140818,2012-10-30 20:55:22,1,Functions
49183975,1,49183313,2018-03-08 23:05:16,1,Functions
28110898,1,28110142,2015-01-23 13:22:53,5,Functions
48481172,1,48477168,2018-01-27 22:24:46,-1,Functions
41311036,1,41310979,2016-12-24 6:46:30,0,Functions
40612952,1,40609307,2016-11-15 14:56:27,0,Functions
43217934,1,43217289,2017-04-04 21:23:42,0,Functions
35200550,1,35199688,2016-02-04 12:04:18,-1,Functions
52659783,1,52659739,2018-10-05 6:46:16,2,Functions
18196885,1,18187654,2013-08-12 21:20:25,7,Functions
42935395,1,42934987,2017-03-21 18:27:51,0,Functions
17672093,1,17671961,2013-07-16 8:53:16,1,Functions
31890512,1,31890458,2015-08-08 6:53:05,0,Functions
24796910,1,24796675,2014-07-17 7:04:00,2,Functions
6223326,1,6222302,2011-06-03 5:29:49,3,Functions
23798316,1,23798167,2014-05-22 5:17:23,0,Functions
4844269,1,4818851,2011-01-30 17:17:32,1,Functions
30332628,1,30332050,2015-05-19 17:46:19,0,Functions
41395821,1,41395571,2016-12-30 11:51:26,2,Functions
10472395,1,10472376,2012-05-06 16:57:03,10,Functions
29673250,1,29671415,2015-04-16 11:25:00,0,Functions
44401782,1,44401736,2017-06-07 0:43:39,1,Functions
26961115,1,26960940,2014-11-16 19:28:26,1,Functions
50807499,1,50807431,2018-06-11 23:48:57,0,Blocks
10121024,1,9736752,2012-04-12 9:35:49,0,Blocks
40235712,1,40235256,2016-10-25 9:02:21,0,Blocks
50986658,1,50981767,2018-06-22 11:11:14,1,Blocks
40471720,1,40471355,2016-11-07 18:08:47,1,Blocks
32879815,1,32879702,2015-10-01 5:04:21,3,Blocks
29053806,1,29053742,2015-03-14 20:26:38,0,Blocks
41078402,1,41077314,2016-12-10 17:42:38,1,Blocks
33207438,1,33207388,2015-10-19 5:51:21,3,Blocks
24852647,1,24852423,2014-07-20 16:40:57,2,Blocks
7366612,1,7366537,2011-09-09 19:37:52,0,Blocks
15054340,1,15054283,2013-02-24 17:22:08,1,Blocks
29417125,1,29416982,2015-04-02 15:47:20,3,Blocks
4860690,1,4860634,2011-02-01 9:08:47,23,Blocks
29736787,1,29736469,2015-04-19 22:48:34,0,Blocks
7682254,1,7629483,2011-10-07 1:33:58,1,Blocks
12468895,1,12468510,2012-09-18 0:33:02,0,Blocks
31735171,1,4052840,2015-07-30 22:30:41,103,Blocks
5262855,1,5257063,2011-03-10 16:41:39,2,Blocks
21130773,1,21130587,2014-01-15 6:46:57,1,Blocks
26094780,1,26094507,2014-09-29 7:39:16,2,Blocks
9697233,1,9697180,2012-03-14 6:55:12,11,Blocks
8384511,1,8384445,2011-12-05 11:20:38,3,Blocks
10915081,1,10915003,2012-06-06 13:21:39,1,Blocks
8004083,1,8004029,2011-11-04 1:50:42,3,Blocks
15979603,1,15979547,2013-04-12 19:40:27,5,Blocks
36817608,1,36817437,2016-04-23 23:27:36,4,Blocks
8569868,1,8569605,2011-12-20 1:45:28,0,Blocks
37646062,1,37645264,2016-06-05 19:45:29,0,Blocks
10333062,1,10332799,2012-04-26 12:07:27,5,Blocks
10607744,1,10607286,2012-05-15 19:45:48,1,Blocks
1438615,1,1356262,2009-09-17 12:39:33,0,Blocks
37855601,1,37855357,2016-06-16 9:46:27,1,Blocks
20320208,1,20320177,2013-12-02 3:05:12,2,Blocks
28640765,1,28640587,2015-02-21 0:55:27,2,Blocks
47267558,1,47266923,2017-11-13 15:13:56,0,Blocks
8001286,1,8001204,2011-11-03 20:17:17,6,Blocks
43399683,1,43374396,2017-04-13 18:50:36,0,Blocks
51962677,1,51957933,2018-08-22 8:24:57,5,Blocks
8409798,1,8409609,2011-12-07 2:45:25,12,Blocks
21143298,1,21142408,2014-01-15 16:45:55,4,Blocks
49122534,1,49122318,2018-03-06 2:33:29,0,Blocks
9350647,1,9350605,2012-02-19 15:52:03,7,Blocks
12674937,1,10355456,2012-10-01 14:10:11,1,Blocks
19348696,1,19348271,2013-10-13 18:28:38,2,Blocks
13845132,1,13844901,2012-12-12 17:18:28,3,Blocks
29796722,1,29796656,2015-04-22 11:53:29,5,Blocks
14102613,1,14100907,2012-12-31 14:13:35,3,Blocks
27566864,1,27566466,2014-12-19 13:11:08,2,Blocks
10007615,1,10007568,2012-04-04 8:38:40,2,Blocks
19399354,1,19398862,2013-10-16 9:10:18,7,Blocks
38435242,1,38434809,2016-07-18 11:12:29,0,Blocks
32544180,1,32543988,2015-09-12 21:59:30,0,Blocks
5919074,1,5918328,2011-05-07 4:13:54,64,Blocks
53823968,1,53823767,2018-12-17 22:35:25,3,Blocks
31904387,1,31904260,2015-08-09 12:47:13,2,Blocks
41306495,1,38601001,2016-12-23 18:48:40,2,Blocks
12115991,1,12115958,2012-08-24 20:11:10,0,Blocks
26886857,1,26886708,2014-11-12 12:18:24,1,Blocks
37180508,1,37180324,2016-05-12 7:48:49,1,Blocks
5783082,1,5782647,2011-04-25 20:46:36,10,Blocks
44135706,1,44135567,2017-05-23 13:04:50,2,Blocks
23178747,1,23178724,2014-04-20 5:23:12,1,Blocks
45434088,1,45433804,2017-08-01 9:31:36,0,Blocks
28479160,1,28478998,2015-02-12 13:50:02,3,Blocks
7754422,1,7753836,2011-10-13 12:52:48,3,Blocks
23210243,1,23210181,2014-04-22 4:14:01,2,Blocks
10627656,1,10615374,2012-05-16 22:28:08,1,Blocks
17562522,1,17562495,2013-07-10 4:37:10,6,Blocks
5793614,1,5793552,2011-04-26 16:49:02,3,Blocks
31904387,1,31904260,2015-08-09 12:47:13,2,Blocks
3222879,1,3222871,2010-07-11 11:28:43,7,Blocks
34392014,1,34390718,2015-12-21 8:59:42,2,Blocks
29070078,1,29069877,2015-03-16 5:23:18,1,Blocks
52450326,1,52450096,2018-09-21 19:54:08,1,Blocks
1590889,1,1590863,2009-10-19 20:20:17,23,Blocks
5832220,1,5831960,2011-04-29 12:46:10,8,Blocks
12056294,1,12056017,2012-08-21 13:47:20,3,Blocks
36191037,1,36190963,2016-03-24 0:06:24,2,Blocks
646021,1,646012,2009-03-14 14:52:33,41,Blocks
38375242,1,38374375,2016-07-14 13:13:24,2,Blocks
1273196,1,1272648,2009-08-13 16:46:28,100,Blocks
6490564,1,6490498,2011-06-27 8:57:20,1,Blocks
23388783,1,23387521,2014-04-30 12:59:39,5,Blocks
45921131,1,45921034,2017-08-28 14:15:11,4,Blocks
28459037,1,28458879,2015-02-11 16:11:42,1,Blocks
38124844,1,38124704,2016-06-30 13:39:46,1,Blocks
25889568,1,25889403,2014-09-17 11:39:11,2,Blocks
29714530,1,29685705,2015-04-18 7:50:59,13,Blocks
43527529,1,43526675,2017-04-20 18:46:40,3,Blocks
20364224,1,20363952,2013-12-03 23:58:24,0,Blocks
22085756,1,22085706,2014-02-28 3:44:43,5,Blocks
32114600,1,32114467,2015-08-20 9:31:57,0,Blocks
31878875,1,31878763,2015-08-07 13:24:45,6,Blocks
17529735,1,17529443,2013-07-08 14:53:17,2,Blocks
12080545,1,12080506,2012-08-22 20:01:25,5,Blocks
5964022,1,5963199,2011-05-11 12:14:12,2,Blocks
18337161,1,18336782,2013-08-20 14:06:51,2,Blocks
24005695,1,24005184,2014-06-03 1:16:17,0,Blocks
24548138,1,24532424,2014-07-03 7:58:42,1,Blocks
46122827,1,46121457,2017-09-08 18:46:43,1,Blocks
15047392,1,15047354,2013-02-24 0:35:10,2,Blocks
5969628,1,5969065,2011-05-11 19:35:34,2,Blocks
15804389,1,15804299,2013-04-04 6:51:48,1,Blocks
43623230,1,43566106,2017-04-26 0:53:20,1,Blocks
20317597,1,20317579,2013-12-01 21:41:39,1,Blocks
37417163,1,37417002,2016-05-24 14:56:38,3,Blocks
33137586,1,33135298,2015-10-14 23:50:47,2,Blocks
5261971,1,5261943,2011-03-10 15:36:02,5,Blocks
33698661,1,33686430,2015-11-13 17:35:28,2,Blocks
16390100,1,16390089,2013-05-05 23:15:49,2,Blocks
39572608,1,39572502,2016-09-19 11:57:07,0,Blocks
5024034,1,5024012,2011-02-17 1:02:59,1,Blocks
3305425,1,3305405,2010-07-22 2:45:15,13,Blocks
12536811,1,12536437,2012-09-21 19:13:33,0,Blocks
11440994,1,11440720,2012-07-11 20:30:58,17,Blocks
34040707,1,34039846,2015-12-02 10:42:36,2,Blocks
30176745,1,30176672,2015-05-11 20:09:17,2,Blocks
50464287,1,50464070,2018-05-22 9:31:38,7,Blocks
12839575,1,12838767,2012-10-11 12:29:38,30,Blocks
47890420,1,47890037,2017-12-19 15:40:33,0,Blocks
4298069,1,4296471,2010-11-28 17:40:34,3,Blocks
48338960,1,48338886,2018-01-19 10:29:32,2,Blocks
31292103,1,31291758,2015-07-08 12:04:15,1,Blocks
10105326,1,10087914,2012-04-11 11:51:07,2,Blocks
21684626,1,21684045,2014-02-10 18:02:07,4,Blocks
38440770,1,38418267,2016-07-18 15:36:32,1,Blocks
23398171,1,23398013,2014-04-30 21:15:47,1,Blocks
52923243,1,52923151,2018-10-22 6:08:27,7,Blocks
9668457,1,9668361,2012-03-12 14:00:48,1,Blocks
26427403,1,26426593,2014-10-17 14:37:14,2,Blocks
53909757,1,53909693,2018-12-24 6:05:46,2,Blocks
30700622,1,30698734,2015-06-08 2:47:01,1,Blocks
43070798,1,43067269,2017-03-28 13:22:19,5,Blocks
38994029,1,38963017,2016-08-17 10:25:48,0,Blocks
12621587,1,12621478,2012-09-27 12:38:38,2,Blocks
53208407,1,53208191,2018-11-08 13:07:16,1,Blocks
53208407,1,53208191,2018-11-08 13:07:16,1,Blocks
23337975,1,23337800,2014-04-28 9:56:32,1,Blocks
35809261,1,35809206,2016-03-05 2:26:30,1,Blocks
14471319,1,14470591,2013-01-23 2:04:57,2,Blocks
35216729,1,35216691,2016-02-05 5:15:17,1,Blocks
7756079,1,7756041,2011-10-13 14:55:04,3,Blocks
20029610,1,16134335,2013-11-17 10:28:40,0,Blocks
47079938,1,47079241,2017-11-02 16:15:38,0,Blocks
15459114,1,15459048,2013-03-17 9:07:15,1,Blocks
47760434,1,47760339,2017-12-11 19:55:30,1,Blocks
